,date,title,source,contents,link
225,18시간 전,1㎾h 당 최대 100원…여름철 에너지 절약에 주택용 에너지 캐시백,데일리안언론사 선정,여름철 에너지 절약을 통해 1㎾h(킬로와트시) 당 최대 100원을 절약할 수 있게 된다. 기존 30원보다 3배 가량... 지난해 여름철(7~8월) 4인 가구의 2개월 평균 전기사용량은 427㎾h이며 월 6만6690원의 전기요금을 부담했다....,https://www.dailian.co.kr/news/view/1241257/?sc=Naver
226,22시간 전,"동아제약, 여름 한정 가그린 피치민트 향 출시",매일신문,동아제약이 올 여름에만 판매되는 한정 제품 가그린 피치민트 향을 새롭게 출시했다고 7일 밝혔다. 달달한 여름 제철 과일 복숭아 향을 베이스로 산뜻한 민트 향이 더해져 입 속을 상쾌하게 해주며 투명한 가그린...,https://news.imaeil.com/page/view/2023060709094765979
227,3시간 전,"집중호우·고온다습 여름철, 소방헬기 안전 점검",뉴시스,"소방청이 여름철 폭우·강풍 등 기상 상황과 고온다습한 날씨의 영향을 우려해 소방헬기 안전 점검에 나선다.... 소방청 관계자는 ""고온다습한 여름의 계절적 특성상 항공기 타이어나 내부 전자 통신 장비 등 전반적인 항공...",http://www.newsis.com/view/?id=NISX20230607_0002330529&cID=10201&pID=10200
228,15시간 전,"CJ푸드빌 뚜레쥬르, '투썸' 아닌 '카멜커피'와 여름 신메뉴 출시",뉴시스,뚜레쥬르는 다가오는 여름 휴가 시즌을 맞아 '카멜커피는 뚜캉스 중'이라는 콘셉트로 카멜커피와의 협업을 진행한다. 카멜커피는 특유의 빈티지 감성과 개성 있는 메뉴들로 MZ세대들에게 핫 플레이스로 자리 잡으며 큰...,http://www.newsis.com/view/?id=NISX20230607_0002329467&cID=13001&pID=13000
229,23시간 전,"쿠론, 빅토리아 베이커리와 여름 필수 아이템 제안",패션비즈,"본격적인 여름 시즌을 맞아 야외 나들이, 물놀이를 즐기는 고객층을 공략해 '한 여름의 칠링 피크닉' 콘셉트로 진행했다. 이번 서머 피크닉 에디션'은 빅토리아 베이커리를 상징하는 로열블루, 레드 색상을 적용한...",http://www.fashionbiz.co.kr/TN/?cate=2&recom=2&idx=200688
230,20시간 전,유통업계 이른더위 여름 마케팅 빨라,내일신문,올 여름 '슈퍼 엘니뇨'로 인한 역대급 폭염이 예상되자 야외 워터파크를 조기 개장하는 등 곳곳에서 발 빠른 여름맞이에 나서고 있다. 여름을 맞아 음료회사들이 신제품을 출시하고 마케팅을 강화하고 있다. 사진 각사...,http://www.naeil.com/news_view/?id_art=463057
231,13시간 전,"산업부, 여름 앞두고 1.5만가구에 고효율 에어컨 지원",이데일리,정부가 여름을 앞두고 1만5100개 취약 가구에 고효율 에어컨 설치를 지원한다. 또 최대 190개... 산업부는 특히 올여름 냉방비용 부담이 커질 것으로 보고 관련 정책에 관심을 쏟고 있다. 글로벌 에너지 위기 여파로...,http://www.edaily.co.kr/news/newspath.asp?newsid=03542406635639424
232,17시간 전,"광주소방, 여름철 수난사고 대비 인명구조 훈련",뉴시스,광주시소방안전본부는 7일부터 오는 9일까지 3회에 걸쳐 전남 함동저수지에서 119특수구조대원과 소방서 구조대원 160여 명을 대상으로 여름철 수난사고 대비 인명구조훈련을 진행한다고 밝혔다. 이번 훈련은 현장에 강한...,http://www.newsis.com/view/?id=NISX20230607_0002330420&cID=10809&pID=10800
233,1일 전,온실가스 저감 안 하면 2080년대 한반도 여름은 ‘오존 지옥’,경향신문,올해도 여름이 다가오면서 오존 농도가 높아지고 있다. 서울시는 지난달 30일부터 지난 5일까지 서울시내 오존 농도가 7일 연속 ‘나쁨’ 수준이라고 밝혔다. 오존은 성층권에서 자외선을 막아줘 지구상...,https://www.khan.co.kr/environment/climate/article/202306070906001
234,3시간 전,"""석 달 전부터 만실""…여름휴가 앞둔 '펫 호텔' 북새통",아시아경제언론사 선정,"본격적인 여름 휴가철을 앞두고 반려견과 함께 투숙할 수 있는 펫 전용 객실이 석 달 전부터 ‘만실 행진’... 170여개로 국내에서 펫 전용 객실을 가장 많이 보유한 소노호텔앤리조트의 경우, 여름휴가 기간인 7월 말과...",https://view.asiae.co.kr/article/2023060713454693779
235,22시간 전,'여름 필수템' 다 모았다…쿠팡 '썸머 리빙페어',SBS Biz,"쿠팡은 여름 인기 리빙용품들을 모아 오는 18일까지 '썸머 리빙페어'를 진행한다고 7일 밝혔습니다. 가벼운 소재의 침구류와 시원한 느낌의 인테리어 용품, 장마철 필수품인 캔들과 전기 모기채까지 여름에 필요한 각종...",https://biz.sbs.co.kr/article_hub/20000121364?division=NAVER
236,2시간 전,여름에 ‘이 신발’ 즐겨 신다간… 발·다리 통증 위험,헬스조선언론사 선정,여름엔 통풍이 잘되는 시원한 신발을 즐겨 찾는다. 특히 뮬이나 블로퍼처럼 뒤가 트인 신발을 신는 사람이 많다. 그런데 이들 신발처럼 뒤꿈치가 고정되지 않은 신발은 발과 허리 통증을 유발할 수 있어 주의해야 한다. 뮬...,https://health.chosun.com/site/data/html_dir/2023/06/07/2023060702451.html
237,22시간 전,"발바닥 아픈 족저근막염, 여름에 환자 늘어… 이유는?",헬스조선,"족저근막염은 남성보다 여성에게 잘 생기고, 여름에 환자가 늘어난다는 분석 결과가 나왔다.... 연구팀은 계절적으로 여름과 가을인 3분기에는 야외활동 인구가 늘어나는 데다 샌들, 슬리퍼 등 걸을 때 충격...",https://health.chosun.com/site/data/html_dir/2023/06/07/2023060701212.html
238,1일 전,"글로 하이퍼 X2, '블루 메탈' 출시 기념 여름 캠페인",뉴스1,"BAT로스만스는 궐련형 전자담배 '글로 하이퍼 X2'의 메탈 블루 제품을 출시하고 여름 캠페인을 전개한다고 7일 밝혔다. 아티스트 필독과 한정판 콜라보 굿즈를 선보인다. 티셔츠와 볼캡, 비치타올 등 여름철 휴양지에서...",https://www.news1.kr/articles/5069160
239,22시간 전,"""커피 적셔 먹는 그 맛 살렸다""…해태 '에이스 여름 에디션'",SBS Biz,"해태제과는 여름 한정판 ‘에이스 에스프레소 콘파냐’를 출시한다고 7일 밝혔습니다. '커피의 단짝 과자'인... 해태제과 관계자는 ""무더운 여름철 시원한 아이스 아메리카노와 만나면 더 깊은 커피 맛을 느낄 수 있도록...",https://biz.sbs.co.kr/article_hub/20000121363?division=NAVER
240,15시간 전,"듀스 보며 감탄한 2005년생…더뉴식스, 올여름엔 Y2K다 [종합]",한국경제,"그룹 더뉴식스(TNX)가 청량함에 Y2K 감성을 더해 올 여름 가요계를 정조준한다. 더뉴식스(최태훈, 우경준... 듀스의 '여름 안에서'가 정말 트렌디하고 센세이션하더라. 저런 모습을 담아야겠다고 생각하며 연습했다""고...",https://www.hankyung.com/entertainment/article/202306074781H
241,20시간 전,정부 올여름 슈퍼 엘니뇨 예측에 농산물 비축 추진 발표?,뉴시스,올여름 폭우 피해로 인한 농산물 물가 급등을 방지하기 위해 정부가 비축 품목과 물량 확보 등이 담긴 대책을 마련하고 있다고 알려진 7일 서울 농협 하나로마트 양재점에 배추와 무가 진열돼 있다....,http://www.newsis.com/view/?id=NISI20230607_0019914257
242,17시간 전,"안보실 ""한미핵협의그룹 여름 중 첫 회의…이후 한미일 정상회담""",뉴시스언론사 선정,"국가안보실은 '워싱턴 선언'에서 창설키로 합의한 한미핵협의그룹(NCG) 회의 개최 시점을 '여름 중'으로 보고... 이어 ""지금 계획대로 잘 된다면 여름 중에 먼저 1차 한미NCG를 개최하고 그 이후에 한미일 정상 간 만남이...",http://www.newsis.com/view/?id=NISX20230607_0002330474&cID=10301&pID=10300
243,20분 전,"인천시, 하천분야 여름철 풍수해 재난대비 철저",뉴시스,인천시가 하천분야에서 발생할 수 있는 여름철 풍수해에 적극 대응에 나섰다. 인천시는 인천 시청 소통회의실에서 하천분야에서 발생할 수 있는 여름철 풍수해에 대비해 종합건설본부 및 8개 군·구와 재난대비 회의를...,http://www.newsis.com/view/?id=NISX20230608_0002330968&cID=10802&pID=14000
244,16시간 전,"슈퍼엘니뇨에 '장마괴담'까지, 폭염·폭우…여름마케팅 '후끈'",한국경제,유통·식품·패션업계는 벌써 폭염·폭우에 대비한 물품을 파는 여름 마케팅을 적극 펼치고 있다. ○장화로... 무더운 여름에 겨울옷을 싸게 파는 역시즌 마케팅도 소비자의 눈길을 끈다. 역시즌 쇼핑이 하나의 트렌드로...,https://www.hankyung.com/economy/article/2023060734111
245,16시간 전,학생 여름 독감 급증…검사로 결석해도 출석 인정,서울신문,여름철 인플루엔자(독감)에 확진되거나 검사를 위해 학생이 결석하더라도 출석으로 인정받게 된다. 교육부는 7일 시도교육청 감염병 담당자들과 회의를 열고 인플루엔자에 대한 학교 현장의 대응 강화 방안을...,https://www.seoul.co.kr/news/newsView.php?id=20230607500168&wlog_tag3=naver
246,17시간 전,"노랑풍선, '여름 성수기 얼리 썸머 페스타' 프로모션 돌입",아시아투데이,"노랑풍선은 여름 휴가 시즌을 맞아 오는 30일까지 자체 홈페이지에서 '여름 성수기 얼리 썸머 페스타' 프로모션을 진행한다고 7일 밝혔다.회사 측은 여행을 계획하고 있는 소비자에게 취향에 맞는 상품을 추천하고, 혜택을...",https://www.asiatoday.co.kr/view.php?key=20230607010002989
247,15시간 전,"세기말 감성 속으로…새로운 더뉴식스(TNX), 청량감 더해 ‘여름 컴백’ (종합...",스포츠동아,"세기말 감성 속으로…새로운 더뉴식스(TNX), 청량감 더해 ‘여름 컴백’ (종합)[DA:현장] 그룹 더뉴식스(TNX)가 Y2K 감성을 입고 여름 시장에 출격한다. 더뉴식스는 7일 오후 서울 용산구 블루스퀘어 마스터카드홀에서...",https://sports.donga.com/article/all/20230607/119660242/1
248,6분 전,"유아 아토피, 여름 철 치료 필요한 이유는?",베이비뉴스,"특히 여름에는 내리쬐는 햇빛과 습기로 인해 악화되는 경우도 있으니 꾸준한 관리와 치료가 필요하다.... 이어 ""여름철 아토피 악화를 방지하기 위해서는 체내 과잉 열을 진정시키는 치료가 필요하다. 더 나아가 체열...",https://www.ibabynews.com/news/articleView.html?idxno=111336
249,29분 전,"투썸, 여름 한정 메뉴 수박주스·아인슈페너 프라페 출시",뉴스1,투썸플레이스는 본격적인 여름철을 맞아 일상 속 시원함을 더해줄 여름 한정 메뉴 수박주스와 아인슈페너 프라페를 출시한다고 8일 밝혔다. 투썸의 시즌 대표 메뉴인 수박주스는 시원한 국내산 제철 수박을 통째로 넣고...,https://www.news1.kr/articles/5070443
250,22시간 전,"오므토토마토, 여름 맞이 신메뉴 3종 출시",이데일리,아모제푸드㈜가 운영하는 고메 오믈렛 라이스 하우스 오므토토마토는 본격 여름을 맞이하여 ‘미식 여행’... 메뉴로 여름철 시원한 보양식으로 제안한다. 오므토토마토는 여름 신메뉴 3종의 런칭을 기념하여 신메뉴를...,http://www.edaily.co.kr/news/newspath.asp?newsid=02112326635639424
251,23시간 전,"전라북도, 여름철 물놀이형 수경시설 지도 점검",KBS,"전라북도는 오는 8월까지 물놀이형 수경(水景)시설 90여 곳에 대한 지도·점검에 나섭니다. 주요 점검 사항은 수소이온농도와 탁도, 대장균과 잔류염소 등 수질 기준 적합 여부와 저류조 청소, 수심 유지 관리 여부 등입니다.",https://news.kbs.co.kr/news/view.do?ncd=7693338&ref=A
252,1일 전,"""댕댕이도 여름휴가 가요""…반려동물 물놀이용품 인기",연합뉴스,여름 바캉스 시즌을 맞아 반려동물용 나들이 상품을 찾는 소비자들이 늘고 있다. GS리테일의 자회사... 등을 자체 브랜드로 출시했다. 또 여름 더위를 피할 수 있도록 쿨조끼와 쿨스카프 등도 기획전을 통해 선보인다.,https://www.yna.co.kr/view/AKR20230607027500003?input=1195m
253,11시간 전,"“여름 되면 전쟁터 된다”…매운맛이냐 쫄깃함이냐, 나의 선택은? [떴다! 기...",매일경제언론사 선정,라면업계 관계자는 “비빔면은 여름에 판매가 집중되는 계절성 식품에서 시기를 따지지 않는 사계절 식품으로 변모했다”며 “국내 라면 시장 성장이 제자리걸음하는 것과 달리 비빔면은 시장이 커지고 있어 업계...,https://www.mk.co.kr/article/10754837
254,17시간 전,더 더워지는 여름… 특히 조심해야 하는 질환 5,헬스조선,"기온과 습도가 높은 여름철에는 땀이 잘 증발되지 않아 체온 조절에 이상이 생기고, 실내외 온도 차로 몸이 예민해지기 쉽다. 특히 올해 한여름 날씨도 역대급 폭염이 예상되는 가운데, 더 더워질 날들을 대비해 여름철에...",https://health.chosun.com/site/data/html_dir/2023/06/07/2023060701996.html
255,1일 전,"""펫캉스 미리 준비하세요""…어바웃펫, 여름 상품 인기",뉴스1,GS리테일(007070)의 자회사 어바웃펫은 한여름을 앞두고 펫캉스를 위한 상품이 인기를 끌고 있다고 7일 밝혔다. 어바웃펫의 5월 물놀이 관련 상품은 전년 동기 대비 328% 매출 신장세를 보였다. 특히 비 예보(5월 27~28일...,https://www.news1.kr/articles/5069141
256,14분 전,"쿠팡, 여름 맞이 반려용품 할인전 '펫페어' 개최",싱글리스트,"쿠팡이 여름을 맞아 반려동물 전용 인기 상품을 모은 할인전 '펫페어'를 오는 6월 15일까지 진행한다. 사진... '핫 썸머 대비하기 반갑개 맞이할고양' 테마관에서는 반려동물용 쿨매트, 물놀이용품, 여름패션용품 등을...",http://www.slist.kr/news/articleView.html?idxno=456682
257,2시간 전,"겨울패딩을 여름에...유통가, 역시즌 마케팅 '활발'",일간스포츠,역시즌 상품이란 한 여름에 겨울옷을 판매하는 것을 말한다. 공장 가동이 몰리는 하반기를 피해 여름에 고가의 겨울옷을 만들어 원가를 낮추겠다는 전략이다. 지금까지 해마다 6월 중순 이후 역시즌 판매를 시작했는데...,https://isplus.com/article/view/isp202306070117
258,20시간 전,"올여름 슈퍼 엘니뇨 발생 예상에 정부, 배추·무등 비축 추진",뉴시스,올여름 폭우 피해로 인한 농산물 물가 급등을 방지하기 위해 정부가 비축 품목과 물량 확보 등이 담긴 대책을 마련하고 있다고 알려진 7일 서울 농협 하나로마트 양재점에 배추와 무가 진열돼 있다....,http://www.newsis.com/view/?id=NISI20230607_0019914249
259,1시간 전,"군산 말도·명도·방축도, 찾아가고 싶은 여름섬 선정",KBS,"행정안전부가 군산 말도와 명도, 방축도를 '찾아가고 싶은 여름섬'으로 정했습니다. 찾아가고 싶은 여름섬은 여름철 휴가를 즐기기 좋은 섬으로 이번에는 군산을 비롯한 울릉도 등 5곳이 선정됐습니다. 행안부는 여러 섬이...",https://news.kbs.co.kr/news/view.do?ncd=7694243&ref=A
260,40분 전,"edm아이엘츠, 국제공인어학시험 '아이엘츠' 여름 단기집중반 모집",뉴스1,"여름방학 단기집중반 '아이엘츠(IELTS) 2개월 챌린지' 수강생을 모집한다고 8일 밝혔다. 아이엘츠는 영국에서 출제·채점하는 국제공인어학시험으로 해외 유학, 이민, 취업 등에 활용된다. 아이엘츠 2개월 챌린지는 여름...",https://www.news1.kr/articles/5070374
261,23시간 전,"여름철 폭염 대비…전주시 보건소, 취약계층 건강 관리 강화",KBS,"여름철 폭염에 대비해 전주시 보건소가 홀몸노인과 만성질환자, 장애인 등 취약계층에 대한 건강 관리를 강화합니다. 전주시 보건소는 올여름 기록적인 폭염이 예고된 만큼 오는 9월 말까지 건강 취약계층 5천2백여 명을...",https://news.kbs.co.kr/news/view.do?ncd=7693334&ref=A
262,18시간 전,여름 코스모스 활짝,연합뉴스,초여름 날씨를 보인 7일 경기도 안성팜랜드에 때 이른 코스모스가 활짝 펴있다. 2023.6.7,https://www.yna.co.kr/view/PYH20230607141500061?input=1196m
263,16시간 전,"[포토]더뉴식스(TNX), 여름아 부탁해~ '킥 잇 포 나우'",조이뉴스24,흥겨운 드럼 리듬과 시원한 색채의 신스 악기들이 조화롭게 어우러져 추억과 우정에 대해 노래해 여름 분위기를 느낄 수 있다. 그룹 더뉴식스(TNX)가 7일 오후 서울 한남동 블루스퀘어에서 열린 더뉴식스 세...,http://www.joynews24.com/view/1600709
264,17시간 전,올여름 휴가철 너나없이 해외 간다는데…항공주 왜 빠지죠?,매일경제언론사 선정,항공시장 최대 성수기철이 다가오고 있지만 항공주 주가는 지지부진한 저공비행을 지속하고 있다. 지난 1분기 호실적을 냈지만 향후 운임이 정점을 찍고 서서히 내려올 것이란 피크아웃 우려가 주가의 발목을 잡고...,https://www.mk.co.kr/article/10754369
265,23시간 전,"삼성물산 로가디스, 여름 시즌 하프 팬츠 셋업 선봬",아시아경제,"삼성물산 패션부문의 '로가디스'는 올 여름 시즌을 겨냥해 하프 팬츠 셋업을 출시한다고 7일 밝혔다. 하프... 이번 시즌 뉴트럴 컬러를 기본으로 여름에는 블루, 오렌지, 레드 등 비비드한 컬러가 포인트로 활용될 예정이다....",https://view.asiae.co.kr/article/2023060709434448589
266,19시간 전,"김태리 호러퀸 되겠네, “올 여름 무더위 박살낼 것” (악귀)",스포츠동아,"“올 여름 무더위를 완전히 잊게 하겠다”는 제작진의 자신감을 여실히 입증하며, 웰메이트 한국형 오컬트 미스터리 탄생에 기대감을 높인다. 제작진은 “문을 열면 그 곳에 악귀가 있다. 악귀는 사람들의 욕망을 파고들고...",https://sports.donga.com/article/all/20230607/119655805/1
267,16시간 전,"천안시, 여름 집중호우 대비 공사장 등 안전 점검",아시아투데이,"충남 천안시가 여름철 집중호우에 대비해 각종 구조물과 시설물, 공사장 등에 대한 집중 안전 점검을 벌이고 있다. 천안시는 여름철 재해예방을 위해 우기 전 안전사고 우려가 있는 건설공사장 등의 안전 점검을 펼쳤으며...",https://www.asiatoday.co.kr/view.php?key=20230607010002527
268,17시간 전,"하이모레이디, 6월 '여름 준비' 프로모션 돌입",아시아투데이,하이모는 여름을 맞아 자체 여성라인 하이모레이디 첫 구매자를 대상으로 오는 30일까지 '여름 준(June)비' 프로모션을 진행한다고 7일 밝혔다.회사 측은 하이모레이디 가발 제품을 구매하려는 이들을 위해 진입장벽을...,https://www.asiatoday.co.kr/view.php?key=20230607010002920
269,16시간 전,시원한 여름,뉴스1,= 낮 최고 기온이 30도 안팎으로 오른 7일 오전 광주 북구 신용근린공원에 설치된 바닥분수에서 어린이집 아이들이 물놀이를 하며 더위를 식히고 있다. (광주 북구 제공) 2023.6.7/뉴스1,https://www.news1.kr/photos/view/?6034756
270,21시간 전,"비엣젯 항공, 여름 맞이 e-바우처 프로모션 진행",G밸리뉴스,"사진 - 비엣젯 항공, 330 항공기 비엣젯 항공이 여름을 맞이해 최대 25% 할인 가능한 e-바우처 프로모션을 진행한다고 밝혔다. 프로모션으로 구매한 e-바우처는 2023년 7월 15일부터 2023년 12월 31일까지 사용 가능하며, 비엣젯...",http://www.gvalley.co.kr/news/articleView.html?idxno=610108
271,17시간 전,"유성구, 여름철 수해 피해 철저히 대비",디트뉴스24,정용래 유성구청장(오른쪽)이 여름철을 맞아 하수도 준설작업에 참여하고 있다. 대전 유성구는 여름철 태풍 및 우기를 대비해 하수도시설물에 대한 일제점검에 나선다고 7일 밝혔다. 구는 점검반을 편성해 오는 20일까지...,http://www.dtnews24.com/news/articleView.html?idxno=747020
272,6분 전,"이랜드 피자몰, 여름 신메뉴 출시",중소기업뉴스,이랜드이츠의 피자 뷔페 브랜드 피자몰이 8일 여름 신메뉴를 출시했다. 피자몰이 '한여름 미국으로 떠나는 푸드 바캉스'라는 컨셉으로 정통 미국 피자의 진한 맛을 느낄 수 있는 피자 4종과 여름 시즌에 어울리는...,http://www.kbiznews.co.kr/news/articleView.html?idxno=94176
273,15시간 전,"로스트아크, 2023년 여름 업데이트 프리뷰 '로아온 썸머' 개최 예고",아이뉴스24,스마일게이트RPG(대표 지원길)는 PC 온라인 게임 '로스트아크'의 올 여름 선보일 대규모 업데이트를... 이번 로아온 썸머에서는 로스트아크가 다가오는 여름 시즌을 맞아 준비한 다양한 신규 콘텐츠는 물론 향후 선보일...,http://www.inews24.com/view/1600723
274,18시간 전,"양산소방서, 여름철 에어컨 실외기 화재 안전수칙 당부",뉴시스,"경남 양산소방서는 본격적인 여름이 시작되면서 에어컨으로 인한 화재 등 안전사고 예방을 위한 안전수칙... 소방 관계자는 ""무더운 더위가 시작되는 여름철 올바른 냉방기기 사용으로 안전하고 건강한 여름을 보낼 수...",http://www.newsis.com/view/?id=NISX20230607_0002330128&cID=10812&pID=10800
275,16시간 전,"함평군, 축산농가 여름철 폭염 피해 예방 총력",아이뉴스24,전라남도 함평군은 올여름 역대급 무더위가 예고된 가운데 축산농가 폭염피해 예방을 위해 총력을 기울이고... 김환동 축산과장은 “올 여름 수시로 기상특보 상황을 확인하고 축산 피해 예방 요령을 전파해 축산 농가의...,http://www.inews24.com/view/1600659
276,22시간 전,하정우 복귀작 '비공식작전' 8월 개봉…뜨거워진 여름대전,맥스무비,'피랍'(가제)이란 제목으로 알려졌던 하정우 주지훈 주연의 영화 '비공식작전'이 여름 시장에 합류한다.... '비공식작전'이 합류하며 대략적인 여름 한국영화 라인업이 갖춰졌다. 개봉을 일찌감치 확정한 '밀수'(7월26일...,http://news.maxmovie.com/433674
277,15시간 전,여름에 딱…‘청량한 Y2K돌’ 더뉴식스의 ‘Kick It 4 Now’ [MK★컴백],MK스포츠,이날 공개된 타이틀곡 뮤직비디오에는 여름 분위기가 물씬 느낄 수 있다. 파란 색감이 눈에 띄는 여러... 또한 Y2K 무드가 가득한 분위기와 중독성 넘치는 멜로디와 가사가 ‘여름 히트송’ 탄생을 예고했다. 한편...,https://www.mk.co.kr/article/10754517
278,23시간 전,"에어서울, 일본 여름 특가 이벤트 진행…편도 5만4000원부터",헤럴드경제,"에어서울이 본격적인 여름 휴가철을 맞아, 일본 전 노선 특가 이벤트 ‘무작정 일본’을 진행한다고 7일... 에어서울 관계자는 “공식적인 엔데믹 이후 첫 번째 여름 성수기를 맞아 먼저 일본 전 노선 특가...",http://news.heraldcorp.com/view.php?ud=20230607000179
279,3시간 전,온실가스 이대로면 세기말 여름 ‘오존 지옥’,경향신문,올해도 여름이 다가오면서 오존 농도가 높아지고 있다. 서울시는 지난달 30일부터 지난 5일까지 서울시내 오존 농도가 7일 연속 ‘나쁨’ 수준이라고 밝혔다. 오존은 성층권에서 자외선을 막아줘 지구상...,https://www.khan.co.kr/environment/environment-general/article/202306080600015
280,21시간 전,"프로스펙스, 여름용 ‘썸머 샌들’ 2종 선봬",문화일보,"LS네트웍스가 운영하는 스포츠 브랜드 프로스펙스는 여름에도 편안하게 신을 수 있는 ‘썸머 샌들’ 2종을... 프로스펙스 관계자는 ""썸머 샌들 2종은 양말을 벗게 되는 여름 시즌에 발이 더욱 편안할 수 있도록 쿠셔닝...",https://www.munhwa.com/news/view.html?no=2023060701039907205002
281,22시간 전,"“야생화 정원으로 변신한 여름 슬로프”...하이원리조트, 샤스타데이지 축제",파이낸셜뉴스,하이원리조트가 10일부터 25일까지 16일간 하이원의 대표 여름축제인 ‘2023 샤스타데이지 축제’를... 초여름의 추억을 선물할 예정이다. 하이원리조트를 운영하는 강원랜드 직원들로 구성된 사내공연단...,http://www.fnnews.com/news/202306071037250473
282,18시간 전,"'여름아, 반가워'",뉴스1,= 7일 오후 대구 동구 봉무공원 내 핀스파크를 찾은 시민이 수상스키를 타고 물살을 가르며 초여름 더위를 씻어내고 있다. 2023.6.7/뉴스1,https://www.news1.kr/photos/view/?6034361
283,13시간 전,"완산소방, 여름철 에어컨 화재 주의 당부",새전북신문,"전주완산소방서는 여름철을 맞아 에어컨 화재 관련 신고 건수가 급증하고 있다며 주의를 당부했다.... 계절별로는 여름철인 6~8월에 538건이 발생, 전체 화재 건수의 71.8%를 자치했다. 같은 기간 전북에서는 총 56건...",http://sjbnews.com/news/news.php?number=782714
284,1일 전,"HLE 킹겐, 여름학기엔 'KT 기인고사' 패스할까 [이주현의 로그인 e스포츠]",한국경제,지난해에도 서머 시즌부터 롤드컵까지 후반부에 좋은 활약을 보여준 만큼 여름엔 ‘기인 고사’에서 좀 더 좋은 모습을 보여줄 것으로 기대된다. 주목할 만한 챔피언으로는 잭스와 나르가 꼽힌다. 먼저 시즌을 시작한...,https://www.hankyung.com/sports/article/202306050832i
285,16시간 전,더뉴식스 오성준 “듀스 ‘여름 안에서’ 보고 연습했다”,스포츠서울,"H.O.T., 젝스키스 등 레퍼런스 영상을 많이 찾아봤다는 오성준은 “이번 콘셉트에 몰입을 제대로 하기 위해서 찾아보던 중 듀스 선배님의 ‘여름 안에서’를 보고 정말 놀랐다. 트렌디해서 저런 모습을 담아야겠다고...",https://www.sportsseoul.com/news/read/1318812?ref=naver
286,17시간 전,문 밖은 벌써 여름 바캉스 준비하셨나요?,매일경제,"유통업계 뜨거운 여름대전 현대百 바캉스룩 집중 공략 수영복 매출 전년比 20%↑ 롯데百, 명품 선글라스 할인 신라·롯데호텔도 프로모션 휴가용 패키지 상품 속속 본격적인 여름철을 맞아 유통업계가 다채로운 기획과...",https://www.mk.co.kr/article/10754400
287,12시간 전,"최승민 “KT, 이번 여름은 다르다”",국민일보,1승0패(+1)로 기분 좋게 여름의 첫 번째 날을 맞았다. 경기 후 기자실에 방문한 최 코치는 “첫 경기부터 강팀인 한화생명과 만나게 돼 걱정이 많았다”고 털어놓으면서 “오늘 이겼으니 앞으로 기세를 탈 수 있을 것 같아...,https://news.kmib.co.kr/article/view.asp?arcid=0018339802&code=61162012&cp=nv
288,9시간 전,"[영화] 1986 그 여름, 그리고 고등어통조림",아트인사이트,"1986년 여름, 나가사키를 배경으로 웃음과 감동을 선사할 &lt;1986 그 여름, 그리고 고등어통조림&gt;이 7월 5일 극장 개봉을 확정했다. &lt;1986 그 여름, 그리고 고등어통조림&gt;은 ‘히사’와 ‘타케’ 두 소년의 특별한 여름날...",https://www.artinsight.co.kr/news/view.php?no=65206
289,11시간 전,"동작구, 여름방학 대학생 아르바이트 60명 모집",아시아경제,"행정분야 6월 9일까지 45명, 체육분야 6월 19~26일 15명 모집 동작구(구청장 박일하)는 여름방학을 맞아 구정을 경험하고 학비도 마련할 수 있는 대학생 아르바이트 60명을 모집한다고 밝혔다. ▲구청, 동주민센터, 도서관...",https://view.asiae.co.kr/article/2023060722003693365
290,14시간 전,"김소은, 점점 가벼워지는 의상 '힙한 여름 요정'[스타IN★]",스타뉴스,"배우 김소은이 여름을 알리는 패션으로 요정 같은 미모를 과시했다. 5일 김소은은 자신의 인스타그램에 ""여름이야?""라는 글과 함께 여러 장의 사진을 게재했다. 공개된 사진 속 김소은은 하늘색 짧은 반팔 티에 흰색 카고...",https://www.starnewskorea.com/stview.php?no=2023060718183578952
291,15시간 전,"""올 여름, 제주는 에든버러를 꿈꾼다"".. 역대 최대 공연예술시장 개막",JIBS언론사 선정,역대 최대 규모의 공연예술 유통축제가 다음 주 제주에서 막을 올립니다. 제주자치도와 한국문화예술회관연합회(KoCACA)에 따르면 12일 서귀포시 표선면 해비치호텔앤드리조트제주 일대에서 제16회...,http://www.jibs.co.kr/news/articles/articlesDetail/31374?feed=na
292,14시간 전,"청주시한국공예관, 내달 30일까지 '공예의 계절-여름' 전시",노컷뉴스,충북 청주시한국공예관이 올해 연중기획전의 2번째 테마 '공예의 계절(The Seasons of Craft)-여름' 전시를 선보인다. 이번 전시는 다음달 30일까지 문화제조창 본관 4층 윈도우갤러리에서 열린다. 사계(四季)를 테마로...,https://www.nocutnews.co.kr/news/5955633
293,21시간 전,"보령시, 여름철 식중독 예방 홍보 캠페인 전개",충청일보,'제14회 한국수산업경영인대회'를 맞이해 열린 이번 캠페인은 본격적인 기온상승으로 세균성 식중독균이 증식하기 좋은 환경에 대비해 대천해수욕장 방문 관광객 및 식품접객업 영업주와 종사자를 대상으로 여름철 식중독...,https://www.ccdailynews.com/news/articleView.html?idxno=2208918
